Collections Report,,05/29/2026 1119,,,,,,,,,,,,,,,,,,,,,,,
Meiborg Bros,,,,,,,,,,,,,,,,,,,,,,,,,
M-AHIEDS,,,,,,Ahi Trucking Group,,,,,Payables contact:,,,,Bayou Abe,,,Avg Pay Days:,,,1.16,,Past due after 10 days,,
,,,,,,"OLATHE, KS",,,,,Phone:,,,,913-687-4336,,,Last Pmt Date:,,,04/13/2026,,,,
,,,,,,,,,,,,,,Collection Threshold:,,,,,"$1,000.00",,,,,,
,04/07/2026,,,04/07/2026,,,EDS-1326,52,,42,738.24,,738.24,,,,,,738.24,,,,,,
,,,Customer  M-AHIEDS  totals:,,,,,,,,,,$738.24,,,$0.00,$0.00,,$738.24,$0.00,,$0.00,,,
,,,,,,,,,,,,,100.00,,,0.00,0.00,,100.00,0.00,,%,,%,
M-ALCIOH,,,,,,Ally Logistics,,,,,Payables contact:,,,,Accounts Payable,,,Avg Pay Days:,,,32.68,,Past due after 30 days,,
,,,,,,"Cincinnati, OH",,,,,Phone:,,,,,,,Last Pmt Date:,,,03/04/2026,,,,
,,,,,,,,,,,,,,Collection Threshold:,,,,,"$1,000.00",,,,,,
,04/03/2026,,,04/13/2026,,,0551130,56,,26,"1,934.00",,"1,934.00",,,,,,1934.00,,,,,,
,04/10/2026,,,04/10/2026,,,0552082,49,,19,"1,000.00",,"1,000.00",,,,,,1000.00,,,,,,
,,,Customer  M-ALCIOH  totals:,,,,,,,,,,"$2,934.00",,,$0.00,$0.00,,"$2,934.00",*,,$0.00,,,
,,,,,,,,,,,,,100.00,,,0.00,0.00,,100.00,0.00,,%,,%,
M-ALESCA,,,,,,"Allen Berg Motorsports USA, Inc",,,,,Payables contact:,,,,Allen Berg,,,Avg Pay Days:,,,,,Past due after 30 days,,
,,,,,,"Escendido, CA",,,,,Phone:,,,,770-296-1503,,,Last Pmt Date:,,,,,,,
,,,,,,,,,,,,,,Collection Threshold:,,,,,"$1,000.00",,,,,,
,12/17/2025,,,12/18/2025,,,0532876,163,,133,"6,600.00",,"6,600.00",,,,,,,,,6600.00,,,
,,,Customer  M-ALESCA  totals:,,,,,,,,,,"$6,600.00",,,$0.00,$0.00,,$0.00,$0.00,,"$6,600.00",,,
,,,,,,,,,,,,,100.00,,,0.00,0.00,,0.00,0.00,,%,,%,
M-AMDEWI,,,,,,Amerilux Logistics LLC,,,,,Payables contact:,,,,Accounts Payable,,,Avg Pay Days:,,,26.00,,Past due after 30 days,,
,,,,,,"DE PERE, WI",,,,,Phone:,,,,,,,Last Pmt Date:,,,02/06/2026,,,,
,,,,,,,,,,,,,,Collection Threshold:,,,,,"$1,000.00",,,,,,
,01/05/2026,,,01/07/2026,,,0536793,144,,114,"1,200.00",,"-1,200.00",,,,,,,,,-1200.00,,,
,,,Customer  M-AMDEWI  totals:,,,,,,,,,,"-$1,200.00",,,$0.00,$0.00,,$0.00,$0.00,,"-$1,200.00",,,
,,,,,,,,,,,,,100.00,,,0.00,0.00,,0.00,0.00,,%,,%,
M-AMDOAL,,,,,,AMX Logistics - Transflo,,,,,Payables contact:,,,,Accounts Payable,,,Avg Pay Days:,,,32.35,,Past due after 30 days,,
,,,,,,"DOTHAN, AL",,,,,Phone:,,,,,,,Last Pmt Date:,,,04/07/2026,,,,
,,,,,,,,,,,,,,Collection Threshold:,,,,,"$1,000.00",,,,,,
,04/08/2026,,,04/09/2026,,,0551466,51,,21,"4,900.00",,"4,900.00",,,,,,4900.00,,,,,,
,,,Customer  M-AMDOAL  totals:,,,,,,,,,,"$4,900.00",,,$0.00,$0.00,,"$4,900.00",*,,$0.00,,,
,,,,OVER CREDIT LIMIT OF,,,,,"$3,500.00",,,,100.00,,,0.00,0.00,,100.00,0.00,,%,,%,
M-AMHOMS,,,,,,"American Pacific, Inc.",,,,,Payables contact:,,,,Mary Beth McGee,,,Avg Pay Days:,,,32.98,,Past due after 30 days,,
